title,authors,date,tags,link
"After Russiagate, MEPs rush to denounce emerging Chinagate",['Paula Soler'],2024-04-23,"['European Parliament', 'China', 'Espionage', 'EU-China', 'Alternative for Germany', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/23/after-russiagate-meps-rush-to-denounce-emerging-chinagate
"Euroviews. Africa's youth is a geopolitical force courted by Europe, the US, Russia, and China","['Stefano Manservisi, Mehari Taddele Maru']",2024-04-23,"['Africa', 'European Union', 'EU-Africa', 'Euroviews', 'employment', 'Youth']",https://www.euronews.com/my-europe/2024/04/23/africas-youth-is-a-geopolitical-force-courted-by-europe-the-us-russia-and-china
PEN America cancels 2024 literary awards amid criticism over its response to Israel-Hamas war,['AP'],2024-04-23,"['Literature', 'Awards', 'Israel Hamas war', 'Books']",https://www.euronews.com/culture/2024/04/23/pen-america-cancels-2024-literary-awards-amid-criticism-over-its-response-to-israel-hamas-
World Bank scathing over UK's public spending and chances for growth,Greta Ruffino,2024-04-23,"['United Kingdom', 'World Bank', 'GDP']",https://www.euronews.com/business/2024/04/23/uk-economy-more-on-a-par-with-france-than-the-us-says-world-banks-chief-economist
Ukraine facing €4.38 billion post-war bill to restore telecom industry crippled by Russian attacks,Anna Desmarais,2024-04-23,"[""Russia's invasion of Ukraine"", 'Telecommunication', 'Russia-Ukraine invasion']",https://www.euronews.com/next/2024/04/23/ukraine-facing-438-billion-post-war-bill-to-restore-telecom-industry-crippled-by-russian-a
Pulitzer-winning writer David Mamet calls Hollywood’s diversity efforts 'fascist totalitarianism',David Mouriquand,2024-04-23,"['Cultural Heritage', 'Traditional celebrations', 'England']",https://www.euronews.com/culture/2024/04/23/pulitzer-winning-writer-david-mamet-calls-hollywoods-diversity-efforts-fascist-totalitaria
The 'pink tax': Why are women and men treated differently when it comes to sales?,Indrabati Lahiri,2024-04-23,"['Gender equality', 'Gender bias', 'Tax', 'Inflation']",https://www.euronews.com/business/2024/04/23/the-pink-tax-why-are-women-and-men-treated-differently-when-it-comes-to-sales
"Warrior, protector and dragon slayer: Why George is Europe's most multicultural patron saint",David Mac Dougall,2024-04-23,"['Cultural Heritage', 'Traditional celebrations', 'England']",https://www.euronews.com/culture/2024/04/23/warrior-protector-and-dragon-slayer-why-george-is-europe-s-most-multicultural-patron-saint
Pro-Palestinian protests sweep US college campuses after arrests,"['Euronews', 'AP']",2024-04-23,"['Protests', 'Israeli-Palestinian conflict', 'Israel Hamas war']",https://www.euronews.com/2024/04/23/pro-palestinian-protests-sweep-us-college-campuses-after-arrests
"After its tree-planting search engine, Ecosia has launched a ‘eco-friendly’ web browser",Oceane Duboust,2024-04-23,"['tree-planting', 'search engine', 'climate protection', 'Website', 'Software', 'green energy']",https://www.euronews.com/next/2024/04/23/after-its-tree-planting-search-engine-ecosia-has-launched-a-eco-friendly-web-browser
Aide to far-right German MEP arrested on suspicion of spying for China,Tamsin Paternoster,2024-04-23,"['China', 'Germany', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/23/aide-to-far-right-german-mep-arrested-on-suspicion-of-spying-for-china
Hungarian government targets former Fidesz ally in elections campaign,Tamsin Paternoster,2024-04-23,"['Election', 'EU elections explainers', 'Viktor Orbán', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/23/hungarian-government-targets-former-fidesz-ally-in-elections-campaign
Why is Milan poised to ban ice cream and pizza after midnight?,David Mac Dougall,2024-04-23,"['ban', 'pizza', 'Milano', 'Italy', 'Food', 'Law']",https://www.euronews.com/culture/2024/04/23/why-is-milan-poised-to-ban-ice-cream-and-pizza-after-midnight
EU Policy. EU health agency warns of increase in jab-preventable disease,Marta Iraola Iribarren,2024-04-23,"['Measles', 'European Union', 'EU Policy', 'European Centre for Disease Prevention and Control - ECDC', 'Vaccination']",https://www.euronews.com/health/2024/04/23/eu-health-agency-warns-of-increase-in-jab-preventable-disease
UNESCO World Book Day: The books that made us,"['Amber Bryce, Theo Farrant, Anca Ulea, Jonny Walfisz']",2024-04-23,"['Literature', 'Culture', 'UNESCO', 'Books']",https://www.euronews.com/culture/2024/04/23/unesco-world-book-day-the-books-that-made-us
"From non-alcoholic beer to ‘functional’ drinks, the booze-free revolution is brewing",['AP'],2024-04-23,"['healthy diet', 'Alcohol', 'alcoholic beverages', 'Plants', 'Beverages']",https://www.euronews.com/culture/2024/04/23/from-non-alcoholic-beer-to-functional-drinks-the-booze-free-revolution-is-brewing
Controversial law allowing anti-abortion activists into clinics reaches Italy's Senate,"['Euronews', 'AP']",2024-04-23,"['Right wing party', 'Italy', 'Giorgia Meloni']",https://www.euronews.com/2024/04/23/protests-in-rome-over-move-to-allow-anti-abortion-activists-in-clinics
Made in Europe: The AI company aiming to solve the teacher shortage crisis,Indrabati Lahiri,2024-04-23,"['start-up', 'Artificial intelligence', 'capital', 'education', 'online teaching']",https://www.euronews.com/business/2024/04/23/how-a-european-ai-company-is-trying-to-solve-the-teacher-shortage-crisis
Tesla results: Shares fall ahead of results as analysts revise down estimates,['Tina Teng'],2024-04-23,"['Tesla', 'climate change', 'electric car']",https://www.euronews.com/business/2024/04/23/tesla-results-could-a-boost-in-earnings-accelerate-share-price-growth
Fake signs and hunger strikes: What’s behind Europe’s backlash against overtourism?,Rebecca Ann Hughes,2024-04-23,"['Canary Islands', 'Sustainable tourism', 'overtourism', 'Tourists', 'Tenerife', 'Venice']",https://www.euronews.com/travel/2024/04/23/fake-signs-and-hunger-strikes-whats-behind-europes-backlash-against-overtourism
Search for loved ones after 283 bodies found in Khan Younis mass grave,"['Euronews', 'AP, EBU']",2024-04-23,"['Israel', 'The Gaza Strip', 'israel defense forces IDF', 'Khan Yunis', 'Palestine', 'Israel Hamas war']",https://www.euronews.com/2024/04/23/search-for-loved-ones-after-283-bodies-found-in-khan-younis-mass-grave
Biden says military aid on way to Ukraine right after Senate approval,"['Euronews', 'AP']",2024-04-23,"['Military aid', 'Russia', ""Russia's invasion of Ukraine"", 'Ukraine', 'United States', 'Russia-Ukraine invasion']",https://www.euronews.com/2024/04/23/biden-says-military-aid-on-way-to-ukraine-right-after-senate-approval
UNRWA report says Israel has provided no evidence of terror links,"['Euronews', 'AP']",2024-04-23,"['Israel', 'The Gaza Strip', 'Hamas', 'UNRWA', 'Israel Hamas war']",https://www.euronews.com/2024/04/23/unrwa-report-says-israel-has-provided-no-evidence-of-terror-links
European elections: Top tips to avoid misinformation,James Thomas,2024-04-23,"['Fact checking', 'European Parliament', 'misinformation', 'TheCube', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/23/european-elections-top-tips-to-avoid-misinformation
"Female patients have lower mortality rates when treated by female doctors, study suggests",Oceane Duboust,2024-04-22,"['Medicine', 'Hospitals', ""Women's Health"", 'Medical Sciences', 'Science', 'Women in science']",https://www.euronews.com/health/2024/04/22/female-patients-have-lower-mortality-rates-when-treated-by-female-doctors-study-suggests
EU elections: European Socialists' lead candidate holds talks with SPD,['Euronews'],2024-04-22,"['Berlin', 'Socialist party', 'Germany', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/22/eu-elections-european-socialists-lead-candidate-holds-talks-with-spd
"EU Parliament 'ready' for requests to lift MEPs' immunity in Russian influence probe, says Metsola",['Mared Gwyn Jones'],2024-04-22,"['European Parliament', 'Roberta Metsola', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/22/eu-parliament-ready-for-requests-to-lift-meps-immunity-in-russian-influence-probe-says-met
EU Policy. Budget watchdog enters political fray with warning over petrol car ban,Robert Hodgson,2024-04-22,"['Climate emergency', 'EU Policy', 'Electric cars']",https://www.euronews.com/green/2024/04/22/budget-watchdog-enters-political-fray-with-warning-over-petrol-car-ban
Watch: The ghost-busting couple clearing the ocean of abandoned fishing nets,['Kashfi Halford'],2024-04-22,"['Independent music', 'Music industry', 'Euroviews', 'Spotify', 'Joni Mitchell', 'Neil Young']",https://www.euronews.com/culture/2024/04/22/watch-the-ghost-busting-couple-clearing-the-ocean-of-abandoned-fishing-nets
EU Policy. Final plenary and farmers: Newsletter,['Mared Gwyn Jones'],2024-04-22,"['Mario Draghi', 'CAP', 'EU Policy', 'Enrico Letta']",https://www.euronews.com/my-europe/2024/04/22/final-plenary-and-farmers-newsletter
"Italy, Slovenia, Greece: Which European countries are most impacted by flooding as climate heats up?",Lottie Limb,2024-04-22,"['Hydroelectricity plant', 'river', 'Greece floods', 'Floods in Italy', 'Floods', 'Climate crisis']",https://www.euronews.com/green/2024/04/22/glomma-loire-rhine-which-european-rivers-experienced-record-flooding-in-2023
Mike Pence: Russian aggression poses 'serious threat' to Europe,"['Euronews', 'AP']",2024-04-23,"['Donald Trump', 'USA', 'Republicans', 'US elections', 'American politics', 'Mike Pence']",https://www.euronews.com/2024/04/22/mike-pence-russian-aggression-poses-serious-threat-to-europe
EU Policy. Launch of energy efficiency coalition seeks to fill investment gap,Marta Pacheco,2024-04-22,"['Coalition', 'Finance', 'EU Policy', 'energy efficiency', 'European Investment Bank']",https://www.euronews.com/green/2024/04/22/launch-of-energy-efficiency-coalition-seeks-to-fill-investment-gap
Malaga to Marbella: New train line proposed for Spanish coast linking seaside cities,Rebecca Ann Hughes,2024-04-22,"['Sea', 'Spain', 'Malaga', 'Marbella', 'beach', 'village']",https://www.euronews.com/travel/2024/04/22/malaga-to-marbella-new-train-line-proposed-for-spanish-coast-linking-seaside-cities
"EU Policy. TikTok subject to second DSA investigation over Lite app, faces suspension",Cynthia Kroet,2024-04-22,"['TikTok ban', 'TikTok', 'EU Policy', 'online internet platforms']",https://www.euronews.com/next/2024/04/22/tiktok-subject-to-second-dsa-investigation-over-lite-app-faces-suspension
Euroviews. Neil Young’s Spotify tiff is a reminder that tech giants always win,['Jonah Prousky'],2024-04-22,"['Video', 'Sustainable designers', 'Italy', 'Milan Design Week', 'Sustainable design']",https://www.euronews.com/culture/2024/04/22/neil-youngs-spotify-tiff-is-a-reminder-that-tech-giants-always-win
Dutch watchdog says government should stop using Facebook if there are privacy concerns,Lauren Chadwick,2024-04-22,"['Facebook', 'Netherlands', 'Privacy', 'Meta']",https://www.euronews.com/next/2024/04/22/dutch-watchdog-says-government-should-stop-using-facebook-if-there-are-privacy-concerns
EU countries agree to slap new sanctions on Iran to curtail drone and missile production,['Euronews'],2024-04-22,"['EU Foreign Policy', 'EU-Iran', 'Israel', 'Iran', 'Josep Borrell', 'Sanctions']",https://www.euronews.com/my-europe/2024/04/22/eu-countries-agree-to-slap-new-sanctions-on-iran-to-curtail-drone-and-missile-production
How Iran’s ‘kamikaze’ Shahed drones are being used in Ukraine,Anna Desmarais,2024-04-22,"['Armed Forces of Ukraine', ""Iran's attack on Israel"", 'drone', 'Russia-Ukraine invasion']",https://www.euronews.com/next/2024/04/22/how-irans-kamikaze-shahed-drones-are-being-used-in-ukraine
‘Smooch cabins’: German trains will soon have private cabins with frosted glass,Rebecca Ann Hughes,2024-04-22,"['Deutsche Bahn', 'Privacy', 'Germany', 'high speed train', 'high-speed railway', 'Trains']",https://www.euronews.com/travel/2024/04/22/smooch-cabins-german-trains-will-soon-have-private-cabins-with-frosted-glass
Low-income Europeans face hard times in housing cost struggle,Doloresz Katanich,2024-04-22,"['Housing', 'ECB', 'cost of living', 'Inflation', 'rent prices', 'household bills']",https://www.euronews.com/business/2024/04/22/low-income-europeans-face-hard-times-in-housing-cost-struggle
EU Policy. Belgium issues ultimatum over energy tax reform,Robert Hodgson,2024-04-22,"['Civil Aviation', 'fishing', 'EU Policy', 'Agriculture', 'Tax', 'energy transition']",https://www.euronews.com/green/2024/04/22/belgium-issues-ultimatum-over-energy-tax-reform
What are the health risks of working during a heatwave?,Jeremy Wilks,2024-04-22,"['Partner: Copernicus', 'Greece', 'work conditions', 'Weather', 'Global warming and climate change', 'Heatwave']",https://www.euronews.com/green/2024/04/22/what-are-the-health-risks-of-working-during-a-heatwave
Climate change is creating a ‘cocktail’ of health hazards for 2.4 billion workers,Rosie Frost,2024-04-22,"['Health', 'pesticides', 'Agriculture', 'work', 'climate change', 'Heatwave']",https://www.euronews.com/green/2024/04/22/climate-change-is-creating-a-cocktail-of-health-hazards-for-24-billion-workers
EU Policy. ECB queries Apple’s promise to open up iPhone payments,Jorge Liboreiro,2024-04-22,"['Apple', 'EU Policy', 'ECB', 'iPhone']",https://www.euronews.com/my-europe/2024/04/22/ecb-queries-apples-promise-to-open-up-iphone-payments
Large-scale Russian offensive expected soon in Ukraine: ISW,['Euronews'],2024-04-22,"['Moscow', ""Russia's invasion of Ukraine"", 'Kyiv', 'Ukraine war']",https://www.euronews.com/2024/04/22/large-scale-russian-offensive-expected-soon-in-ukraine-isw
EU Policy. Commission approves superbug-busting antibiotic,Marta Iraola Iribarren,2024-04-22,"['antibiotics', 'European Union', 'Pfizer', 'Pharmaceutical companies', 'European Commission', 'EU Policy']",https://www.euronews.com/health/2024/04/22/commission-approves-superbug-busting-antibiotic
No need to jump through hoops! Olympics rental boom may be over,Eleanor Butler,2024-04-22,"['Paris Olympics', 'rental properties', 'Airbnb']",https://www.euronews.com/business/2024/04/22/no-need-to-jump-through-hoops-olympics-rental-boom-may-be-over
Patriots for Ukraine: Calls grow for EU countries to step up donations of air defence systems,['Shona Murray'],2024-04-22,"['EU Foreign Policy', ""Russia's invasion of Ukraine"", 'Ukraine', 'Josep Borrell', 'Ukraine war']",https://www.euronews.com/my-europe/2024/04/22/patriots-for-ukraine-calls-grow-for-eu-countries-to-step-up-donations-of-air-defence-syste
Dubai airport disruption: Here’s what to do if you’ve been affected,Saskia O'Donoghue,2024-04-22,"['delay', 'travel update', 'United Arab Emirates', 'Floods', 'Dubai United Arab Emirates', 'flight']",https://www.euronews.com/travel/2024/04/22/dubai-airport-disruption-heres-what-to-do-if-youve-been-affected
A coffee roastery in Finland has launched an AI-generated blend,"['Euronews', 'AP']",2024-04-22,"['Environment', 'earth day', 'nature', 'Music', 'nature conservation', 'David Bowie']",https://www.euronews.com/culture/2024/04/22/a-coffee-roastery-in-finland-has-launched-an-ai-generated-blend
Euroviews. 'The Great Disconnect': Why EU trade policy and climate are running into the sand,['John Clarke'],2024-04-22,"['Environment', 'European Union', 'European Commission', 'Euroviews', 'FTA', 'trade agreement']",https://www.euronews.com/business/2024/04/22/the-great-disconnect-why-eu-trade-policy-and-climate-are-running-into-the-sand
First deportation flights to Rwanda set to leave UK in a few months,['Euronews'],2024-04-22,"['United Kingdom', 'Rwanda', 'Rishi Sunak']",https://www.euronews.com/2024/04/22/first-deportation-flights-set-to-leave-uk-in-a-few-months
Tesla looks to win back customers with worldwide cuts in EV prices,['AP'],2024-04-22,"['EVs', 'Tesla', 'Cars', 'Electric cars', 'prices']",https://www.euronews.com/business/2024/04/22/tesla-looks-to-win-back-customers-with-worldwide-cuts-in-ev-prices
Three Germans arrested on suspicion of spying for China,"['Euronews', 'AP']",2024-04-22,"['China', 'Germany', 'Spy']",https://www.euronews.com/2024/04/22/three-germans-arrested-on-suspicion-of-spying-for-china
Take the train: Why using Türkiye’s railways is the best way to see the country’s incredible scenery,['euronews'],2024-04-22,"['Sustainable hotel', 'France', 'French food', 'Local travel guides', 'Tourism', 'Wine']",https://www.euronews.com/travel/2024/04/22/take-the-train-why-using-turkiyes-railways-is-the-best-way-to-see-the-countrys-incredible-
Japan's antitrust body orders Google to fix ad search limits affecting Yahoo,['Associated Press'],2024-04-22,"['Japan', 'Social Media', 'Google']",https://www.euronews.com/next/2024/04/22/japans-antitrust-body-orders-google-to-fix-ad-search-limits-affecting-yahoo
Could France's soaring deficit and debt lead to a rating downgrade?,['AP'],2024-04-22,"['France', 'French economy', 'Europe']",https://www.euronews.com/business/2024/04/22/could-frances-soaring-deficit-and-debt-lead-to-a-rating-downgrade
Euroviews. Q&A: EURO 2024 qualification lifts Ukrainian spirits during Russia’s war,"['Euronews', 'AP']",2024-04-22,"['Euroviews', ""Russia's invasion of Ukraine"", 'Ukraine', 'Football', 'Shakhtar Donetsk', 'euro 2024']",https://www.euronews.com/2024/04/22/qa-euro-2024-qualification-lifts-ukrainian-spirits-during-russias-war
Period poverty still a problem within the EU despite tax breaks,Aida Sanchez Alonso,2024-04-22,"['Feminism', 'Women', 'Poverty']",https://www.euronews.com/my-europe/2024/04/22/period-poverty-still-a-problem-within-the-eu
Earth Day: David Bowie featuring Mother Nature - What is Sounds Right?,"['Euronews', 'AP']",2024-04-22,"['Environment', 'earth day', 'nature', 'Music', 'nature conservation', 'David Bowie']",https://www.euronews.com/culture/2024/04/22/earth-day-david-bowie-featuring-mother-nature-what-is-sounds-right
Israeli military intelligence chief resigns over failure to prevent 7 October attack,"['Euronews', 'AP']",2024-04-22,"['Middle East', ""Iran's attack on Israel"", 'Israel Hamas war']",https://www.euronews.com/2024/04/22/israeli-chief-resigns-over-failure-to-prevent-october-7-attack
"Europe is the fastest-warming continent, Copernicus report warns, with devastating health impacts","['Jamey Keaten', 'AP']",2024-04-22,"['Health', 'Partner: Copernicus', 'Extreme weather', 'Floods', 'Weather', 'Heatwave']",https://www.euronews.com/green/2024/04/22/europe-is-the-fastest-warming-continent-with-devastating-effects-on-health-and-economy
'Loud quitting': What is it and how does it affect businesses?,Indrabati Lahiri,2024-04-22,"['Resignation', 'Jobs', 'employees']",https://www.euronews.com/business/2024/04/22/loud-quitting-what-is-it-and-how-does-it-affect-businesses
Israel-Hamas war: Iran's leader admits Tehran hit little of Israel in attack,"['Euronews', 'AP']",2024-04-22,"['USA', 'Israel', 'Iran', 'The Gaza Strip', 'Israel Hamas war', 'Ali Khamenei']",https://www.euronews.com/2024/04/22/israel-hamas-war-irans-leader-admits-tehran-hit-little-of-israel-in-attack
Taylor Swift: New records broken - but why are her fans rushing to a London pub?,David Mouriquand,2024-04-22,"['United Kingdom', 'Spotify', 'Music', 'record', 'Taylor Swift', 'London']",https://www.euronews.com/culture/2024/04/22/taylor-swift-new-records-broken-but-why-are-her-fans-rushing-to-a-london-pub
Chatbots providing 'unintentional' misinformation ahead of EU elections,Anna Desmarais,2024-04-22,"['European Commission', 'Microsoft', 'Generative AI', 'Artificial intelligence', 'Google', 'European elections 2024']",https://www.euronews.com/next/2024/04/22/most-popular-ai-chatbots-providing-unintentional-misinformation-to-users-ahead-of-eu-elect
Myth-busting marginalisation: Middle East Biennale pavilions challenge entrenched views of women,David Mouriquand,2024-04-22,"['artist', 'Saudi Arabia', 'Women', 'Venice Biennale', 'Venice', 'Lebanon']",https://www.euronews.com/culture/2024/04/22/myth-busting-marginalisation-middle-east-biennale-pavilions-challenge-entrenched-views-of-
Inheritance tax: Tackling 'unjustified class privilege' or a tax too far?,Eleanor Butler,2024-04-22,"['Taxes', 'inheritance tax', 'wealth']",https://www.euronews.com/business/2024/04/22/inheritance-tax-an-unjustified-class-privilege-or-a-tax-too-far
Serb-majority municipalities boycott vote to remove Albanian mayors,"['Euronews', 'AP']",2024-04-22,"['Elections', 'Spain', 'PNV', 'Basque Country']",https://www.euronews.com/2024/04/22/serb-majority-municipalities-boycott-vote-to-remove-albanian-mayors
"Military spending in Western and Central Europe higher than end of Cold War, data shows","['Euronews', 'AP']",2024-04-22,"['Poland', 'Russia', 'Defence', 'NATO', 'Ukraine war']",https://www.euronews.com/2024/04/22/military-spending-in-western-and-central-europe-higher-than-end-of-cold-war-data-shows
Markets report: Stocks rebound as fears ease over Middle East,['Tina Teng'],2024-04-22,"['Interest rates', 'World markets', 'European markets']",https://www.euronews.com/business/2024/04/22/week-ahead-in-the-markets-focus-on-manufacturing-and-big-tech
Zelenskyy says US aid package must reach frontline as soon as possible,Tamsin Paternoster,2024-04-22,"['Military aid', 'USA', 'Ukraine', 'Volodymyr Zelenskiy', 'Ukraine war']",https://www.euronews.com/2024/04/22/zelenskyy-says-us-aid-package-must-reach-frontline-as-soon-as-possible
Dreaming of an escape to the French countryside? These are some of the best hotels on offer,['euronews'],2024-04-22,"['Sustainable hotel', 'France', 'French food', 'Local travel guides', 'Tourism', 'Wine']",https://www.euronews.com/travel/2024/04/22/dreaming-of-an-escape-to-the-french-countryside-these-are-some-of-the-best-hotels-on-offer
Palestinian defence recover 50 bodies from mass grave in Khan Younis,"['Euronews', 'AP']",2024-04-22,"['Israel', 'Gaza attack', 'Hamas', 'Khan Yunis', 'Israel Hamas war']",https://www.euronews.com/2024/04/22/palestinian-defence-recover-50-bodies-from-mass-grave-in-khan-younis
Hungary kicks off European elections campaign,"['Euronews', 'Gabor Tanacs']",2024-04-21,"['Hungary', 'Budapest', 'Viktor Orbán', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/21/official-election-campaign-underway-in-hungary
Ukrainian army damage ship in port-city of Sevastopol by the Black Sea,"['Euronews', 'AP & EBU']",2024-04-22,"['Israel', 'The Gaza Strip', 'Rafah', 'Israel-Palestine Peace Process', 'Children', 'Israel Hamas war']",https://www.euronews.com/2024/04/21/ukrainian-army-damage-ship-in-port-city-of-sevastopol-by-the-black-sea
At least 22 people killed 18 of them children in overnight Israeli airstrike on Rafah,"['Euronews', 'AP & EBU']",2024-04-21,"['Israel', 'The Gaza Strip', 'Rafah', 'Israel-Palestine Peace Process', 'Children', 'Israel Hamas war']",https://www.euronews.com/2024/04/21/at-least-22-people-killed-18-of-them-children-in-overnight-israeli-airstrike-on-rafah
One dead and seven missing following Japanese navy helicopter crash in Pacific Ocean,"['Eurorenws', 'AP']",2024-04-21,"['Japan', 'Air force', 'Military exercises']",https://www.euronews.com/2024/04/21/one-dead-and-seven-missing-following-japanese-navy-helicopter-crash-in-pacific-ocean
Basque country holds most hotly contested elections in decades,"['Euronews', 'AP']",2024-04-21,"['Elections', 'Regional elections', 'Basque Country']",https://www.euronews.com/2024/04/21/basque-country-holds-most-hotly-contested-elections-in-decades
Eighty years on France marks milestone in women's right to vote,Daniel Harper,2024-04-21,"['Feminism', ""Women's rights"", 'History']",https://www.euronews.com/2024/04/21/eighty-years-on-france-marks-milestone-in-womens-right-to-vote
Indigenous artists scoop Venice Biennale’s Golden Lions,Rebecca Ann Hughes,2024-04-22,"['Exhibition', 'Hungary', 'Art', 'Culture', 'Australia', 'Venice']",https://www.euronews.com/culture/2024/04/21/indigenous-artists-scoops-venice-biennales-golden-lions
Hungarian voters sceptical about what European elections can accomplish,['Euronews'],2024-04-21,"['Hungary', 'Budapest', 'Viktor Orbán']",https://www.euronews.com/2024/04/21/hungarian-voters-sceptical-of-what-european-elections-can-accomplish
Portugal grows tonnes of medical cannabis for export but it remains out of reach for local patients,Aylin Elci,2024-04-21,"['Alternative medicine', 'Cannabis', 'medical cannabis', 'Portugal']",https://www.euronews.com/health/2024/04/21/portugal-grows-tonnes-of-legal-medical-cannabis-for-patients-the-black-market-is-the-only-
Snowstorms cause havoc on German motorways,"['Euronews', 'EBU']",2024-04-21,"['motorway', 'Germany', 'Extreme weather', 'Snow storm']",https://www.euronews.com/2024/04/21/snowstorms-cause-havoc-on-german-motorways
"Make money in your sleep: How to earn €18,000 in bed for 2 months and help future space missions",Aylin Elci,2024-04-21,"['NASA', 'Germany', 'Space mission', 'Space research', 'Space science']",https://www.euronews.com/next/2024/04/21/make-money-in-your-sleep-how-to-earn-18000-in-bed-for-2-months-and-help-future-space-missi
Nigerian chess champion sets new record with 60-hour marathon,"['Euronews', 'AP']",2024-04-21,"['artist', 'Video', 'Exhibition', 'Painting', 'Berlin']",https://www.euronews.com/culture/2024/04/21/nigerian-chess-champion-sets-new-record-with-60-hour-marathon
TikTok bill passed by lawmakers in the US House. Is a total ban on the horizon?,"['Euronews', 'AP']",2024-04-21,"['USA', 'TikTok', 'Joe Biden', 'Social Media', 'House of Representatives', 'prohibition']",https://www.euronews.com/next/2024/04/21/could-tiktok-be-banned-in-the-us
Serb-majority areas vote on Albanian mayors' fate in Kosovo referendum,"['Euronews', 'EBU']",2024-04-21,"['Referendum', 'Albania', 'Serbia', 'Balkans']",https://www.euronews.com/2024/04/21/serb-majority-areas-vote-on-albanian-mayors-fate-in-kosovo-referendum
Thousands protest in Spain's Canary Islands over mass tourism,"['Euronews', 'AP']",2024-04-21,"['Canary Islands', 'overtourism', 'Protests']",https://www.euronews.com/2024/04/21/thousands-protest-in-spains-canary-islands-over-mass-tourism
Major Berlin show marks 250th anniversary of German Romantic painter Caspar David Friedrich's birth,['AP'],2024-04-21,"['film', 'History', 'Cinema', 'Amy Winehouse']",https://www.euronews.com/culture/2024/04/21/major-berlin-show-marks-250th-anniversary-of-german-romantic-painter-caspar-david-friedric
"Israeli military concludes raid on Nur al-Shams refugee camp, in the West Bank",Daniel Harper,2024-04-21,"['The Gaza Strip', ""Iran's attack on Israel"", 'Israel Hamas war']",https://www.euronews.com/2024/04/21/israel-carries-out-largest-operation-in-west-bank-since-october-7th-attacks
Zelenskyy thanks US after House passes aid bill,"['Euronews', 'EBU']",2024-04-21,"['Military aid', 'House of Representatives', 'United States', 'Ukraine war']",https://www.euronews.com/2024/04/21/zelenskyy-thanks-us-after-house-passes-aid-bill
Solar balconies are booming in Germany. Here’s what you need to know about the popular home tech,"['Jamey Keaten', 'AP']",2024-04-22,"['energy transition', 'apartment', 'rental properties', 'solar power', 'Solar energy', 'electricity']",https://www.euronews.com/green/2024/04/21/solar-balconies-are-booming-in-germany-heres-what-you-need-to-know-about-the-popular-home-
"From pods to treehouses, glamping is all the rage. Here’s how to book a glam European camping trip",Saskia O'Donoghue,2024-04-21,"['Sustainable tourism', 'Local travel guides', 'international travel', 'glampervans', 'camping', 'glamping']",https://www.euronews.com/travel/2024/04/21/from-pods-to-treehouses-glamping-is-all-the-rage-heres-how-to-book-a-glam-european-camping
Erdoğan urges Palestinian unity after meeting Hamas chief in Istanbul,"['Euronews', 'AP']",2024-04-21,"['Recep Tayyip Erdogan', 'Turkiye (Turkey)', 'Hamas', 'Egypt', 'Ceasefire']",https://www.euronews.com/2024/04/20/istanbul-welcomes-hamas-and-egypt-to-conduct-important-talks
"Israeli strikes on southern Gaza city of Rafah kill 13, mostly children","['Euronews', 'AP']",2024-04-20,"['Painting', 'Art', 'Culture', 'Music', 'Sculpture', 'Venice']",https://www.euronews.com/2024/04/20/at-least-six-children-were-among-victims-of-new-israeli-strike-on-house-in-rafah
Venice Biennale titled 'Foreigners Everywhere' gives voice to outsiders,['AP'],2024-04-20,"['Painting', 'Art', 'Culture', 'Music', 'Sculpture', 'Venice']",https://www.euronews.com/2024/04/20/venice-biennale-titled-foreigners-everywhere-gives-voice-to-outsiders
Ukraine launches a barrage of drones against Russia,"['Euronews', 'AP']",2024-04-20,"['Russia', ""Russia's invasion of Ukraine"", 'Ukraine', 'Drones']",https://www.euronews.com/2024/04/20/ukraine-launches-a-barrage-of-drones-against-russia
"US House approves 89 billion euros aid package for Ukraine, Israel and Taiwan",['AP'],2024-04-20,"['Suicide', 'Donald Trump', 'President', 'Trial']",https://www.euronews.com/2024/04/20/us-set-to-vote-for-foreign-aid-for-ukraine-israel-and-taiwan
"Tesla recalls nearly 4,000 Cybertrucks due to accelerator pedal fault","['Euronews', 'AP']",2024-04-20,"['Tesla', 'Cars', 'Elon Musk']",https://www.euronews.com/next/2024/04/20/tesla-recalls-nearly-4000-cybertrucks-due-to-accelerator-pedal-fault
Man dies after setting himself on fire outside Trump trial court,['AP'],2024-04-20,"['Netherlands', 'Natural gas', 'Energy', 'Earthquake']",https://www.euronews.com/2024/04/20/man-dies-after-setting-himself-on-fire-outside-trump-trial-court
Back to Black... and white morals: How the film has divided critics unfairly,Jonny Walfisz,2024-04-20,"['Cinema', 'TV series', 'Netflix', 'Culture Digest']",https://www.euronews.com/culture/2024/04/20/back-to-black-and-white-morals-how-the-film-has-divided-critics-unfairly
