title,authors,date,tags,link
EU Policy. ROUNDUP: Key energy and environment votes in parliament,Marta Pacheco,2024-04-26,"['packaging', 'Environment', 'European Parliament', 'EU Policy', 'Air pollution', 'Energy']",https://www.euronews.com/green/2024/04/26/eu-policy-roundup-key-energy-and-environment-votes-in-parliament
Pocket watch and violin case of ill-fated Titanic players to go on auction,Jonny Walfisz,2024-04-26,"['United Kingdom', 'Titanic', 'Historical memory', 'Auction']",https://www.euronews.com/culture/2024/04/26/pocket-watch-and-violin-case-of-ill-fated-titanic-players-to-go-on-auction
Euroviews. It’s time for France to amplify its climate leadership,"['Soraya Fettih, Andreas Sieber']",2024-04-26,"['France', 'Climate emergency', 'Euroviews', 'Emmanuel Macron', 'French politics', 'COP28']",https://www.euronews.com/green/2024/04/26/its-time-for-france-to-amplify-its-climate-leadership
In Baguette We Trust: Award for the best baguette in Paris announced,Jonny Walfisz,2024-04-26,"['France', 'baguettes', 'French food', 'Paris', 'Food', 'food culture']",https://www.euronews.com/culture/2024/04/26/in-baguette-we-trust-award-for-the-best-baguette-in-paris-announced
What does the possible TikTok ban mean for US-China relations?,"['Euronews', 'AP']",2024-04-26,"['TikTok ban', 'TikTok', 'US-China tensions']",https://www.euronews.com/next/2024/04/26/what-does-the-possible-tiktok-ban-mean-for-us-china-relations
Anarchy in the UK: Exhibition showcases rare works of late Sex Pistols artist Jamie Reid,Theo Farrant,2024-04-26,"['rock music', 'Punk', 'United Kingdom', 'Music', 'Photography']",https://www.euronews.com/culture/2024/04/26/anarchy-in-the-uk-exhibition-showcases-rare-works-of-late-sex-pistols-artist-jamie-reid
TotalEnergies sees first quarter earnings drop on lower gas prices,Indrabati Lahiri,2024-04-26,"['oil industry', 'Natural gas', 'TotalEnergies', 'Oil market']",https://www.euronews.com/business/2024/04/26/totalenergies-sees-first-quarter-earnings-drop-on-lower-gas-prices
German study pavilion wins EU Prize for Contemporary Architecture 2024,Theo Farrant,2024-04-26,"['Design', 'Architecture', 'Germany', 'Awards']",https://www.euronews.com/culture/2024/04/26/german-study-pavilion-wins-eu-prize-for-contemporary-architecture-2024
"Study finds RSV treatment Beyfortus prevents 5,800 hospitalisations in France",Lauren Chadwick,2024-04-26,"['Public health', 'France', 'respiratory system']",https://www.euronews.com/health/2024/04/26/study-finds-rsv-treatment-beyfortus-prevents-5800-infant-hospitalisations-in-france
"Euronews Culture's Film of the Week: 'Challengers' - Game, set, match to Zendaya & Co.",Theo Farrant,2024-04-26,"['Love', 'Tennis', 'power struggle', 'Cinema', 'film', 'Culture Film of the Week']",https://www.euronews.com/culture/2024/04/26/euronews-cultures-films-of-the-week-challengers-game-set-match-to-zendaya-co
Euroviews. Is the EU about to take a step backwards in evidence-based policymaking?,"['Elizabeth Dirth, Jonas Gissel Mikkelsen']",2024-04-26,"['European Parliament', 'European Parliament corruption scandal', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/26/is-the-eu-about-to-take-a-step-backwards-in-evidence-based-policymaking
US expected to provide €5.5 billion to fund weapons for Ukraine,"['Euronews', 'AP']",2024-04-26,"['Poland', 'USA', 'Lithuania', 'Ukraine', 'Ukraine war', 'Army']",https://www.euronews.com/2024/04/26/us-expected-to-provide-55-billion-to-fund-weapons-for-ukraine
"After scandal-stained term, measures to clean up the European Parliament’s act watered down","['Elizabeth Dirth, Jonas Gissel Mikkelsen']",2024-04-26,"['European Parliament', 'European Parliament corruption scandal', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/26/after-scandal-stained-term-measures-to-clean-up-the-european-parliaments-act-watered-down
EU Policy. Fashion website Shein now faces stricter rules under EU platform law,Cynthia Kroet,2024-04-26,"['EU Policy', 'online internet platforms', 'Big Tech']",https://www.euronews.com/next/2024/04/26/fashion-website-shein-now-faces-stricter-rules-under-eu-platform-law
"50 years after Portugal's dictatorship, the far-right is seducing the country's youth",Estelle Nilsson-Julien,2024-04-26,"['Chega', 'Portugal', 'Far-right']",https://www.euronews.com/2024/04/26/50-years-after-portugals-dictatorship-the-far-right-is-seducing-the-countrys-youth
Markets rebound: Easing geopolitical tension and strong earnings bring recovery,['Tina Teng'],2024-04-26,"['Middle East', 'European markets', 'Wall Street']",https://www.euronews.com/business/2024/04/26/markets-rebound-easing-geopolitical-tension-and-strong-earnings-bring-recovery
Eminem announces his next album... and his last?,Jonny Walfisz,2024-04-26,"['Hip-hop', 'Music', 'Rap Music', 'United States']",https://www.euronews.com/culture/2024/04/26/eminem-announces-his-next-album-and-his-last
Les Flammes 2024: Aya Nakamura reigns supreme with three top awards,Jonny Walfisz,2024-04-26,"['Hip-hop', 'Rap Music', 'Awards', 'Aya Nakamura']",https://www.euronews.com/culture/2024/04/26/les-flammes-2024-aya-nakamura-reigns-supreme-with-three-top-awards
'No confidence': Scottish coalition government collapses in battle over climate targets,"['Pan Pylas', 'AP']",2024-04-26,"['policy', 'Scotland', 'Election', 'nature conservation', 'Politics', 'climate change']",https://www.euronews.com/green/2024/04/26/no-confidence-scottish-coalition-government-collapses-in-battle-over-climate-targets
Jane Austen’s House Museum enlists the public’s help to transcribe her brother’s memoir,['Anca Ulea'],2024-04-26,"['Author', 'Museum', 'United Kingdom', 'Literature', 'historical artifacts']",https://www.euronews.com/culture/2024/04/26/jane-austens-house-museum-enlists-the-publics-help-to-transcribe-her-brothers-memoir
US regulator votes to restore net neutrality rules,"['Euronews', 'AP']",2024-04-26,"['Telecommunication', 'competition', 'Internet']",https://www.euronews.com/next/2024/04/26/us-regulator-votes-to-restore-net-neutrality-rules
Why is Spain's unemployment rate rising and what's being done to cap it?,['Tina Teng'],2024-04-26,"['Unemployment', 'labour force', 'Spanish economy', 'labour market']",https://www.euronews.com/business/2024/04/26/why-is-spains-unemployment-rate-rising-and-whats-being-done-to-cap-it
Tech titans soar: Alphabet and Microsoft ride high on AI-driven earnings wave,['Tina Teng'],2024-04-26,"['Artificial intelligence', 'Google', 'Big Tech']",https://www.euronews.com/business/2024/04/26/tech-titans-soar-alphabet-and-microsoft-ride-high-on-ai-driven-earnings-wave
War in Gaza: 18 countries urge Hamas to free hostages as Israeli strikes hit Rafah,"['Euronews', 'AP']",2024-04-26,"['Israel', 'The Gaza Strip', 'Hamas', 'Israeli-Palestinian conflict', 'Israel-Palestine Peace Process', 'Israel Hamas war']",https://www.euronews.com/2024/04/26/war-in-gaza-18-countries-urge-hamas-to-free-hostages-as-israeli-strikes-hit-rafah
Spanish PM Sánchez weighs options amid wife corruption accusations,"['Euronews', 'AP']",2024-04-26,"['Spanish', 'Resignation', 'accusation', 'Prime Minister', 'Madrid', 'Pedro Sánchez']",https://www.euronews.com/2024/04/26/spanish-pm-sanchez-weighs-options-amid-wifes-corruption-accusations
Justice for French Touch: The Gallic movement's essential tracks,David Mouriquand,2024-04-26,"['Daft Punk', 'Pop music', 'France', 'Music', 'Electronic music']",https://www.euronews.com/culture/2024/04/26/justice-for-french-touch-the-gallic-movements-essential-tracks
EU elections: French far-right candidate launches his campaign but avoids confrontation,"['Euronews', 'AP']",2024-04-26,"['National Rally (France)', 'Emmanuel Macron', 'European elections 2024', 'LREM']",https://www.euronews.com/2024/04/26/eu-elections-french-far-right-candidate-launches-his-campaign-but-avoids-confrontation
Scottish funding body claims Edinburgh Fringe is in 'precarious' state,Jonny Walfisz,2024-04-26,"['United Kingdom', 'Comedy', 'Edinburgh', 'Theatre', 'Budget', 'TV series']",https://www.euronews.com/culture/2024/04/26/scottish-funding-body-claims-edinburgh-fringe-is-in-precarious-state
"Alcohol, e-cigarettes, cannabis: What can be done to curb substance use among teenagers?",Oceane Duboust,2024-04-26,"['flavored electronic cigarettes', 'Alcohol', 'World Health Organization', 'Cannabis', 'e-cigarettes', 'financial literacy']",https://www.euronews.com/health/2024/04/26/alcohol-e-cigarettes-cannabis-what-can-be-done-to-curb-substance-use-among-teenagers
"EU Policy. Oligarch sanction setbacks are no big deal, Brussels says",Mared Gwyn Jones,2024-04-26,"['sanctions against Russia', 'Russian Oligarch', 'EU Policy', 'Roman Abramovich', 'Russia-Ukraine invasion']",https://www.euronews.com/my-europe/2024/04/26/eu-ukraine-russia-oligarch-sanction-setbacks-no-big-deal-brussels-says
"France's Casino supermarket chain to cut 3,200 jobs following takeover",Angela Barnes,2024-04-26,"['Casino', 'European markets', 'Retail trade']",https://www.euronews.com/business/2024/04/26/frances-casino-supermarket-chain-to-cut-3200-jobs-following-takeover
‘Red flag’: Bug splats on cars reveal a staggering drop in insect numbers over last 20 years,Saskia O'Donoghue,2024-04-26,"['animal kingdom', 'Natural catastrophe', 'bug', 'climate change', 'Global warming and climate change', 'Insects']",https://www.euronews.com/green/2024/04/26/red-flag-bug-splats-on-cars-reveal-a-staggering-drop-in-insect-numbers-over-last-20-years
Cyprus overwhelmed as number of refugee arrivals surges,"['Apostolos Staikos', 'Euronews']",2024-04-26,"['Migrant Crisis', 'Cyprus', 'Syria']",https://www.euronews.com/my-europe/2024/04/25/cyprus-overwhelmed-as-number-of-refugee-arrivals-surges
"Serbia president sorry for calling Slovenians 'disgusting,' saying he meant their politicians","['Apostolos Staikos', 'Euronews']",2024-04-25,"['Slovenia', 'Aleksandar Vučić', 'Serbia politics', 'UN', 'Serbia']",https://www.euronews.com/my-europe/2024/04/25/serbia-president-sorry-for-calling-slovenians-disgusting-saying-he-meant-their-politicians
French Palme d’Or winner Laurent Cantet dies aged 63,David Mouriquand,2024-04-25,"['Cannes Film Festival', 'France', 'Obituary', 'film director', 'Cinema', 'film']",https://www.euronews.com/culture/2024/04/25/french-palme-dor-winner-laurent-cantet-dies-aged-63
WATCH: Should the Premier League have a salary cap?,Sophia Khatsenkova,2024-04-26,"['Formula 1', 'Manchester City', 'Football']",https://www.euronews.com/2024/04/25/watch-should-the-premier-league-have-a-salary-cap
Judge asks for investigation into Spanish PM's wife to be suspended,['Euronews'],2024-04-25,"['Political crisis', 'Spain', 'Pedro Sánchez']",https://www.euronews.com/my-europe/2024/04/25/judge-asks-for-investigation-into-spanish-pms-wife-to-be-suspended
Police rumble gang stealing antique books across Europe,Euronews,2024-04-25,"['Europol', 'Russia', 'Crime', 'Books']",https://www.euronews.com/2024/04/25/police-rumble-gang-stealing-antique-books-across-europe
"Over 281 million people faced acute hunger in 2023, with the worst famine in Gaza, UN says",Oceane Duboust,2024-04-26,"['Afghanistan', 'Food safety', 'Yemen', 'The Gaza Strip', 'acute food insecurity', 'hunger']",https://www.euronews.com/health/2024/04/25/over-281-million-people-faced-acute-hunger-in-2023-with-the-worst-famine-in-gaza-un-says
Euroviews. We should not make the same mistake with autonomous driving as we did with electric vehicles,['Henrik Green'],2024-04-25,"['Car industry', 'autonomous vehicles', 'Euroviews', 'New technologies', 'Electric cars', 'autonomous driving']",https://www.euronews.com/next/2024/04/25/we-should-not-make-the-same-mistake-with-autonomous-driving-as-we-did-with-electric-vehicl
EU Policy. MEPs agree to give European clean tech manufacturing a boost,Marta Pacheco,2024-04-25,"['European Parliament', 'Technology', 'EU Policy', 'net-zero', 'Auction', 'Green Deal']",https://www.euronews.com/green/2024/04/25/meps-agree-to-give-european-clean-tech-manufacturing-a-boost
Russian actress who hosted 'almost naked' party fined for calling for peace in Ukraine,['Euronews'],2024-04-25,"['Russia', 'Russian politics', 'Ukraine war']",https://www.euronews.com/2024/04/25/russian-actress-who-hosted-almost-naked-party-fined-for-calling-for-peace-in-ukraine
"‘A good start’: Germany, Spain and France propose billionaire tax to help tackle climate crisis",Lottie Limb,2024-04-25,"['billionaire', 'climate protection', 'G20', 'loss and damage', 'Tax', 'Climate crisis']",https://www.euronews.com/green/2024/04/25/a-good-start-germany-spain-and-france-propose-billionaire-tax-to-help-tackle-climate-crisi
EU ship destroys Houthi rebel drone in Red Sea fired from Yemen,"['Euronews', 'AP']",2024-04-25,"['Yemen', 'Airstrike', 'Drones', 'Red sea', 'Houthis']",https://www.euronews.com/2024/04/25/eu-ship-destroys-houthi-rebel-drone-in-red-sea-fired-from-yemen
"EU Policy. Record approval of farming reform raises legal, climate concerns",Gerardo Fortuna,2024-04-25,"['European Parliament', 'CAP', 'EU Policy', 'European agricultural policy', 'Farmers', 'Agriculture']",https://www.euronews.com/my-europe/2024/04/25/record-approval-of-farming-reform-raises-legal-climate-concerns
Alcohol sales disrupted in Sweden after reported ransomware attack,Roselyne Min,2024-04-25,"['ransom', 'Sweden', 'North Korea', 'alcoholic beverages', 'cyber crime']",https://www.euronews.com/next/2024/04/25/alcohol-sales-disrupted-in-sweden-after-reported-ransomware-attack
German consumer confidence reaches two-year high on upbeat pay hopes,Indrabati Lahiri,2024-04-25,"['Consumer Confidence', 'Germany', 'German economy']",https://www.euronews.com/business/2024/04/25/german-consumer-confidence-reaches-two-year-high-on-upbeat-pay-hopes
Pope Francis calls climate change deniers ‘fools’ in US TV interview,['Euronews Green'],2024-04-25,"['Evidence', 'global warming', 'climate change denial', 'Catholicism', 'Pope Francis', 'climate change']",https://www.euronews.com/green/2024/04/25/pope-francis-calls-climate-change-deniers-fools-in-us-tv-interview
Anti-fascist censorship row overshadows Italy's Liberation Day celebrations,['Agencies'],2024-04-25,"['Liberation', 'Italy', 'Giorgia Meloni', 'Sergio Mattarella']",https://www.euronews.com/my-europe/2024/04/25/anti-fascist-censorship-row-overshadows-italys-liberation-day-celebrations
Miner Anglo American rejects BHP’s ‘opportunistic’ takeover bid,Eleanor Butler,2024-04-25,"['South Africa', 'Mining', 'Copper']",https://www.euronews.com/business/2024/04/25/mining-giant-bhp-in-31-billion-bid-to-takeover-rival-anglo-american
Political leaders recall highs and lows of term as curtain falls on the European Parliament,['Mared Gwyn Jones'],2024-04-25,"['European Union', 'Emmanuel Macron', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/25/political-leaders-recall-highs-and-lows-of-term-as-curtain-falls-on-the-european-parliamen
Moulin Rouge's iconic windmill sails collapse overnight,"['Euronews', 'AP']",2024-04-25,"['France', 'Paris', 'Cultural Heritage']",https://www.euronews.com/2024/04/25/moulin-rouges-iconic-windmill-sails-collapse-overnight
Harvey Weinstein’s 2020 rape conviction overturned from landmark #MeToo trial,['AP'],2024-04-25,"['lawsuit', 'Harvey Weinstein', '#MeToo', 'sexual assault', 'Hollywood']",https://www.euronews.com/culture/2024/04/25/harvey-weinsteins-2020-rape-conviction-overturned-from-landmark-metoo-trial
Roberta Metsola appeals to voters ahead of European Elections: ‘You have a choice’,"['Euronews', 'AP']",2024-04-25,"['European politics', 'European Union', 'EU Parliament', 'Roberta Metsola', 'European elections 2024']",https://www.euronews.com/2024/04/25/roberta-metsola-appeals-to-voters-ahead-of-european-elections-you-have-a-choice
Lithuania rejects claim it launched drone attack against Belarus,"['Euronews', 'AP']",2024-04-25,"['European Union', 'Xi Jinping', 'China']",https://www.euronews.com/2024/04/25/lithuania-rejects-claim-it-launched-drone-attack-against-belarus
"'Europe is mortal,' Macron warns as he calls for more EU unity and sovereignty in landmark speech",['Mared Gwyn Jones'],2024-04-25,"['European Union', 'Emmanuel Macron', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/25/europe-is-mortal-macron-warns-as-he-calls-for-more-eu-unity-and-sovereignty-in-landmark-sp
An ‘exceptional situation’: Two of London’s escaped horses undergo operations,Saskia O'Donoghue,2024-04-25,"['PETA', 'horse', 'animal welfare', 'King Charles III', 'Army', 'London']",https://www.euronews.com/green/2024/04/25/an-exceptional-situation-two-of-londons-escaped-horses-undergo-operations
"Chinese president to visit France, Serbia and Hungary in May","['Euronews', 'AP']",2024-04-25,"['European Union', 'Xi Jinping', 'China']",https://www.euronews.com/2024/04/25/chinense-president-to-visit-france-serbia-and-hungary-in-may
Could this pink rice be the food of the future? Scientists say it’s more nutritious than normal rice,Roselyne Min,2024-04-25,"['rice', 'meat consumption', 'meat', 'Food crisis', 'Sustainable technology', 'processed foods']",https://www.euronews.com/health/2024/04/25/could-this-pink-rice-be-the-food-of-the-future-scientists-say-its-more-nutritious-than-nor
AstraZeneca reports bumper revenue in Q1 2024 on strong drug demand,Indrabati Lahiri,2024-04-25,"['pharmacy', 'Pharmaceutical companies', 'AstraZeneca']",https://www.euronews.com/business/2024/04/25/astrazeneca-reports-bumper-revenue-in-q1-2024-on-strong-drug-demand
Actress Rebel Wilson’s memoir published in UK with blacked out text – but mention of Royal orgies,David Mouriquand,2024-04-25,"['Censorship', 'United Kingdom', 'Literature', 'Cinema', 'film', 'Celebrity News']",https://www.euronews.com/culture/2024/04/25/actress-rebel-wilsons-memoir-published-in-uk-with-blacked-out-text-but-mention-of-royal-or
Experts call for global genomic surveillance system to prevent the next pandemic,Oceane Duboust,2024-04-25,"['Medicine', 'World Health Organization', 'Epidemics', 'COVID-19', 'Genetics', 'pathogen']",https://www.euronews.com/health/2024/04/25/experts-call-for-global-genomic-surveillance-system-to-prevent-the-next-pandemic
Scientists probe causes behind mass beaching of pilot whales in Australia,['AP'],2024-04-25,"['Death', 'Oceania', 'Australia', 'Whale', 'Rescue', 'beach']",https://www.euronews.com/green/2024/04/25/scientists-probe-causes-behind-mass-beaching-of-pilot-whales-in-australia
Sérgio Godinho's 25 April: From exile in Canada to freedom in Portugal,Ricardo Figueira,2024-04-25,"['Culture', 'Music', 'Portugal', 'Carnation Revolution']",https://www.euronews.com/culture/2024/04/25/sergio-godinhos-25-april-from-exile-in-canada-to-freedom-in-portugal
Euroviews. Europe can't afford another austerity crisis,Indrabati Lahiri,2024-04-25,"['European Union', 'Climate emergency', 'Euroviews', 'Austerity', 'cost of living', 'Ukraine war']",https://www.euronews.com/business/2024/04/25/europe-cant-afford-another-austerity-crisis
Closed for business: The 11 moments that defined the European Parliament's term,Jorge Liboreiro,2024-04-25,"['European Parliament', 'David Sassoli', 'Volodymyr Zelenskyy', 'COVID-19', 'Roberta Metsola', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/25/closed-for-business-the-11-moments-that-defined-the-european-parliaments-term
Is Civil War an anti-war film or just another action blockbuster?,Ricardo Figueira,2024-04-25,"['Civil War', 'Cinema', 'film', 'Journalism', 'United States']",https://www.euronews.com/culture/2024/04/25/is-civil-war-an-anti-war-film-or-just-another-action-blockbuster
"Tired of waiting, online privacy advocates call to revive stalled legal reforms",Romane Armangau,2024-04-25,"['Data protection', 'Privacy', 'Council of the European Union', 'Next In data']",https://www.euronews.com/next/2024/04/25/tired-of-waiting-online-privacy-advocates-call-to-revive-stalled-legal-reforms
"Deutsche Bank sees 11-year high quarterly profit, boosted by investment wing",Eleanor Butler,2024-04-25,"['Deutsche Bank', 'Banking', 'Investment']",https://www.euronews.com/business/2024/04/25/deutsche-bank-sees-11-year-high-quarterly-profit-boosted-by-investment-wing
AI start-up unveils avatars that convincingly show human emotions,Pascale Davies,2024-04-25,"['Technology', 'AI', 'Artificial intelligence']",https://www.euronews.com/next/2024/04/25/ai-start-up-unveils-avatars-that-convincingly-show-human-emotions
Back in profit: Barclays share price jumps nearly 5% on latest results,Doloresz Katanich,2024-04-25,"['interest', 'income', 'Banking', 'Investment', 'Barclays', 'Profits']",https://www.euronews.com/business/2024/04/25/back-in-profit-mixed-results-from-barclays-beat-expectations
What does the crisis in the Middle East mean for the future of common European defence?,Fortunato Pinto,2024-04-25,"['European Union', 'Defence', 'Mideast']",https://www.euronews.com/2024/04/25/what-does-the-crisis-in-the-middle-east-mean-for-the-future-of-common-european-defence
"EU Policy. Facebook not allowed to use public data for targeted ads, court opinion says",Cynthia Kroet,2024-04-25,"['Data protection', 'Facebook', 'EU Policy']",https://www.euronews.com/next/2024/04/25/facebook-not-allowed-to-use-public-data-for-targeted-ads-court-opinion-says
French lender BNP Paribas beats profit estimates as expenses decline,Angela Barnes,2024-04-25,"['Markets', 'European markets', 'BNP Paribas']",https://www.euronews.com/business/2024/04/25/french-lender-bnp-paribas-beats-profit-estimates-as-expenses-decline
Euroviews. We can get tourism policies right — these three European cities show how it can be done,Saskia O'Donoghue,2024-04-26,"['Travel destinations', 'Copenhagen', 'Sustainable tourism', 'Paris', 'Euroviews', 'Vienna']",https://www.euronews.com/travel/2024/04/25/we-can-get-tourism-policies-right-these-three-european-cities-show-how-it-can-be-done
VW and other European electric car makers fight to catch up with China,"['Euronews', 'AP']",2024-04-25,"['Volkswagen', 'China', 'Car industry', 'Electric cars']",https://www.euronews.com/business/2024/04/25/european-electric-car-makers-fight-to-catch-up-in-china
Can the US manage its escalating debt without triggering a fiscal crisis?,"['Euronews', 'AP']",2024-04-25,"['Economy', 'World economy', 'United States']",https://www.euronews.com/business/2024/04/25/can-the-us-manage-its-escalating-debt-without-triggering-a-fiscal-crisis
Rwanda's Hope Hostel prepares for migrants from Britain,"['Euronews', 'AP']",2024-04-25,"['European Court of Human Rights', 'Deportation', 'Rwanda', 'Rishi Sunak', 'Illegal immigration', 'Migrants']",https://www.euronews.com/2024/04/25/rwandas-hope-hostel-prepares-for-migrants-from-britain
'Miss AI': World's first beauty contest with computer generated women,Jonny Walfisz,2024-04-25,"['beauty', 'Artificial intelligence', 'Model', 'beauty pageant']",https://www.euronews.com/culture/2024/04/25/miss-ai-worlds-first-beauty-contest-with-computer-generated-women
"EU Policy. Rapid militarisation jeopardising climate, claim NGOs",Marta Pacheco,2024-04-25,"['Military', 'Defence', 'EU Policy', 'carbon emissions', 'climate change']",https://www.euronews.com/green/2024/04/25/rapid-militarisation-jeopardising-climate-claim-ngos
"Russian attack on NATO would end in defeat for Moscow, Polish foreign minister says","['Euronews', 'AP']",2024-04-25,"['Poland', 'European Union', 'Russia', 'NATO', 'Ukraine war']",https://www.euronews.com/my-europe/2024/04/25/russian-attack-on-nato-would-end-in-defeat-for-moscow-polish-foreign-minister-says
Venice entry fee launches: Day-trippers now have to pay to visit the Italian city at peak times,['Peter Lochbihler'],2024-04-25,"['Sustainable tourism', 'Ticket', 'overtourism', 'Tourists', 'Tax', 'Venice']",https://www.euronews.com/travel/2024/04/25/venice-entry-fee-here-are-all-the-dates-when-youll-have-to-pay-to-visit-in-2024
'Shocking and depressing': Polish minister says government used spyware against hundreds of people,['AP & Euronews'],2024-04-25,"['Poland', 'spyware', 'Pegasus spyware']",https://www.euronews.com/next/2024/04/25/shocking-and-depressing-polish-minister-says-government-used-spyware-against-hundreds-of-p
EU Policy. New Critical Medicines Alliance starts work to address shortages,Marta Iraola Iribarren,2024-04-25,"['European Union', 'Pharmaceutical companies', 'European Commission', 'EU Policy']",https://www.euronews.com/health/2024/04/25/new-critical-medicines-alliance-starts-work-to-address-shortages
Meta stock plunges: Why the company failed to cheer investors with latest results,['Tina Teng'],2024-04-25,"['Microsoft', 'Artificial intelligence', 'Meta']",https://www.euronews.com/business/2024/04/25/metas-stock-plunges-amid-disappointing-q2-revenue-outlook
Lost portrait by Gustav Klimt sold for €30 million at auction in Vienna,['AP'],2024-04-25,"['Poetry', 'Music', 'Cinema', 'film', 'Taylor Swift']",https://www.euronews.com/culture/2024/04/25/lost-portrait-by-gustav-klimt-sold-for-30-million-at-auction-in-vienna
Venice starts fining tourists who skip entrance fee to historic centre,"['Euronews', 'AP']",2024-04-25,"['Sustainable tourism', 'overtourism', 'Tourism', 'Italy', 'Tax', 'Venice']",https://www.euronews.com/travel/2024/04/25/venice-starts-fining-tourists-who-skip-entrance-fee-to-historic-centre
"Portugal: 50 years after the revolution, are the carnations wilting?",Ilaria Federico,2024-04-25,"['Chega', 'Portugal', 'Carnation Revolution']",https://www.euronews.com/2024/04/25/portugal-50-years-after-the-revolution-are-the-carnations-wilting
Forget Taylor Swift: The real tortured poet worth celebrating is in '10 Things I Hate About You',David Mouriquand,2024-04-25,"['Poetry', 'Music', 'Cinema', 'film', 'Taylor Swift']",https://www.euronews.com/culture/2024/04/25/forget-taylor-swift-the-real-tortured-poet-worth-celebrating-is-in-10-things-i-hate-about-
Spanish PM Pedro Sanchez suspends public duties to 'reflect',['Euronews'],2024-04-25,"['Corruption', 'Spain', 'PSOE', 'Popular Party', 'Spanish politics', 'Pedro Sánchez']",https://www.euronews.com/my-europe/2024/04/25/spanish-pm-pedro-sanchez-suspends-public-duties-to-reflect
Portugal marks 50th anniversary of Carnation Revolution with Surrealism festival,['Graham Keeley'],2024-04-25,"['artist', 'Exhibition', 'Painting', 'Surrealist art']",https://www.euronews.com/culture/2024/04/25/portugal-marks-50th-anniversary-of-carnation-revolution-with-surrealism-festival
From Benicàssim to Rock en Seine: The best festivals this summer for a European break,Angela Symons,2024-04-25,"['France', 'Spain', 'summer', 'Music', 'Festival', 'Portugal']",https://www.euronews.com/travel/2024/04/25/from-benicassim-to-rock-en-seine-the-best-festivals-this-summer-for-a-european-break
Why are cicadas so loud this year? Residents in this US county are calling the police over the noise,"['Seth Borenstein', 'AP']",2024-04-25,"['Noise', 'nature', 'Animals', 'Insects', 'United States']",https://www.euronews.com/green/2024/04/25/why-are-cicadas-so-loud-this-year-residents-in-this-us-county-are-calling-the-police-over-
"No, this video doesn't show Germany being condemned by the ICJ in Nicaragua's Gaza 'genocide' case",James Thomas,2024-04-25,"['Fact checking', 'Nicaragua', 'Germany', 'TheCube', 'ICJ']",https://www.euronews.com/my-europe/2024/04/25/no-this-video-doesnt-show-germany-being-condemned-by-the-icj-in-nicaraguas-gaza-genocide-c
US secretly sent long-range ATACMS missiles to Ukraine,"['Euronews', 'AP']",2024-04-25,"['Volodymyr Zelenskyy', 'Joe Biden', ""Russia's invasion of Ukraine"", 'Ukraine', 'ATACMS', 'United States']",https://www.euronews.com/2024/04/25/us-secretly-sent-long-range-atacms-missiles-to-ukraine
Israel 'moving ahead' with Rafah offensive to target Hamas,"['Euronews', 'AP']",2024-04-25,"['Israel', 'The Gaza Strip', 'israel defense forces IDF', 'Hamas', 'Palestine', 'Israel Hamas war']",https://www.euronews.com/2024/04/25/israel-moving-ahead-with-rafah-offensive-to-target-hamas
"50 years since the revolution, where is Portugal today?","['Euronews', 'AP']",2024-04-25,"['Democracy', 'Portugal', 'Economy', 'Carnation Revolution']",https://www.euronews.com/2024/04/25/50-years-since-the-revolution-where-is-portugal-today
Alfredo Cunha: The photojournalist who defined Portugal's Carnation Revolution,['Bruno Silva'],2024-04-25,"['Art', 'Culture', 'Photography', 'Portugal', 'Carnation Revolution']",https://www.euronews.com/culture/2024/04/25/alfredo-cunha-the-photojournalist-who-defined-the-carnation-revolution
"Electric cars need to be cheaper in Europe to reach net zero emission goals, says ECA",Doloresz Katanich,2024-04-25,"['EVs', 'CO2 emissions', 'carbon emissions', 'Cars', 'prices', 'electric car']",https://www.euronews.com/business/2024/04/25/electric-cars-need-to-be-cheaper-in-europe-to-reach-net-zero-emission-goals-says-eca
Ukraine uses US long-range missiles for first time as talks held over displaced children,Joana Mourão Carvalho,2024-04-25,"['Russia', ""Russia's invasion of Ukraine"", 'Ukraine', 'Children', 'Ukraine war']",https://www.euronews.com/2024/04/24/ukraine-uses-long-range-missiles-for-first-time-as-talks-held-over-displaced-children
Father of anti-Nazi activist Ilaria Salis: 'My daughter wants a fair trial',['Euronews'],2024-04-25,"['European Union', 'Hungary', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/24/father-of-anti-nazi-activist-ilaria-salis-my-daugther-wants-a-fair-trial
Spanish PM considers resigning amid wife corruption allegations,"['Euronews', 'AP']",2024-04-24,"['Corruption', 'Spain', 'Pedro Sánchez']",https://www.euronews.com/my-europe/2024/04/24/spanish-pm-considers-resigning-amid-wife-corruption-allegations
Far-right Greek MP arrested after fight in parliament,['AP'],2024-04-24,"['Parliament', 'Arrest', 'Greece']",https://www.euronews.com/2024/04/24/far-right-greek-mp-arrested-after-fight-in-parliament
