Day Index,Avg. Session Duration,seconds,z-score,baseline_iso_forest,baseline_lof
2021-11-27,0 days 00:01:33,93.0,-0.3631923076923077,1,1
2021-11-28,0 days 00:01:07,67.0,-1.7121923076923076,1,1
2021-11-29,0 days 00:02:08,128.0,1.4527692307692308,1,1
2021-11-30,0 days 00:01:16,76.0,-1.2452307692307691,1,1
2021-12-01,0 days 00:01:43,103.0,0.15565384615384614,1,1
2021-12-02,0 days 00:01:34,94.0,-0.3113076923076923,1,1
2021-12-03,0 days 00:01:56,116.0,0.8301538461538461,1,1
2021-12-04,0 days 00:01:56,116.0,0.8301538461538461,1,1
2021-12-05,0 days 00:01:40,100.0,0.0,1,1
2021-12-06,0 days 00:01:36,96.0,-0.20753846153846153,1,1
2021-12-07,0 days 00:02:09,129.0,1.5046538461538463,1,1
2021-12-08,0 days 00:01:35,95.0,-0.2594230769230769,1,1
2021-12-09,0 days 00:02:10,130.0,1.5565384615384614,1,1
2021-12-10,0 days 00:01:51,111.0,0.5707307692307693,1,1
2021-12-11,0 days 00:01:44,104.0,0.20753846153846153,1,1
2021-12-12,0 days 00:01:34,94.0,-0.3113076923076923,1,1
2021-12-13,0 days 00:01:48,108.0,0.41507692307692307,1,1
2021-12-14,0 days 00:02:04,124.0,1.2452307692307691,1,1
2021-12-15,0 days 00:01:45,105.0,0.2594230769230769,1,1
2021-12-16,0 days 00:02:20,140.0,2.0753846153846154,1,1
2021-12-17,0 days 00:02:07,127.0,1.4008846153846155,1,1
2021-12-18,0 days 00:01:29,89.0,-0.5707307692307693,1,1
2021-12-19,0 days 00:01:42,102.0,0.10376923076923077,1,1
2021-12-20,0 days 00:02:12,132.0,1.6603076923076923,1,1
2021-12-21,0 days 00:02:25,145.0,2.334807692307692,1,1
2021-12-22,0 days 00:01:35,95.0,-0.2594230769230769,1,1
2021-12-23,0 days 00:01:55,115.0,0.7782692307692307,1,1
2021-12-24,0 days 00:01:25,85.0,-0.7782692307692307,1,1
2021-12-25,0 days 00:01:51,111.0,0.5707307692307693,1,1
2021-12-26,0 days 00:01:23,83.0,-0.8820384615384615,1,1
2021-12-27,0 days 00:01:22,82.0,-0.933923076923077,1,1
2021-12-28,0 days 00:01:36,96.0,-0.20753846153846153,1,1
2021-12-29,0 days 00:02:11,131.0,1.608423076923077,1,1
2021-12-30,0 days 00:01:41,101.0,0.05188461538461538,1,1
2021-12-31,0 days 00:01:22,82.0,-0.933923076923077,1,1
2022-01-01,0 days 00:01:23,83.0,-0.8820384615384615,1,1
2022-01-02,0 days 00:01:55,115.0,0.7782692307692307,1,1
2022-01-03,0 days 00:01:31,91.0,-0.4669615384615385,1,1
2022-01-04,0 days 00:02:17,137.0,1.919730769230769,1,1
2022-01-05,0 days 00:01:32,92.0,-0.41507692307692307,1,1
2022-01-06,0 days 00:01:34,94.0,-0.3113076923076923,1,1
2022-01-07,0 days 00:01:57,117.0,0.8820384615384615,1,1
2022-01-08,0 days 00:01:55,115.0,0.7782692307692307,1,1
2022-01-09,0 days 00:01:53,113.0,0.6745,1,1
2022-01-10,0 days 00:01:57,117.0,0.8820384615384615,1,1
2022-01-11,0 days 00:02:14,134.0,1.764076923076923,1,1
2022-01-12,0 days 00:02:13,133.0,1.7121923076923076,1,1
2022-01-13,0 days 00:01:57,117.0,0.8820384615384615,1,1
2022-01-14,0 days 00:02:06,126.0,1.349,1,1
2022-01-15,0 days 00:01:54,114.0,0.7263846153846154,1,1
2022-01-16,0 days 00:01:17,77.0,-1.1933461538461538,1,1
2022-01-17,0 days 00:01:31,91.0,-0.4669615384615385,1,1
2022-01-18,0 days 00:01:19,79.0,-1.089576923076923,1,1
2022-01-19,0 days 00:01:55,115.0,0.7782692307692307,1,1
2022-01-20,0 days 00:01:17,77.0,-1.1933461538461538,1,1
2022-01-21,0 days 00:01:39,99.0,-0.05188461538461538,1,1
2022-01-22,0 days 00:01:25,85.0,-0.7782692307692307,1,1
2022-01-23,0 days 00:01:19,79.0,-1.089576923076923,1,1
2022-01-24,0 days 00:02:14,134.0,1.764076923076923,1,1
2022-01-25,0 days 00:02:17,137.0,1.919730769230769,1,1
2022-01-26,0 days 00:01:13,73.0,-1.4008846153846155,1,1
2022-01-27,0 days 00:02:16,136.0,1.867846153846154,1,1
2022-01-28,0 days 00:01:35,95.0,-0.2594230769230769,1,1
2022-01-29,0 days 00:01:35,95.0,-0.2594230769230769,1,1
2022-01-30,0 days 00:01:45,105.0,0.2594230769230769,1,1
2022-01-31,0 days 00:01:23,83.0,-0.8820384615384615,1,1
2022-02-01,0 days 00:01:55,115.0,0.7782692307692307,1,1
2022-02-02,0 days 00:01:20,80.0,-1.0376923076923077,1,1
2022-02-03,0 days 00:02:05,125.0,1.2971153846153847,1,1
2022-02-04,0 days 00:01:54,114.0,0.7263846153846154,1,1
2022-02-05,0 days 00:01:17,77.0,-1.1933461538461538,1,1
2022-02-06,0 days 00:02:16,136.0,1.867846153846154,1,1
2022-02-07,0 days 00:02:27,147.0,2.438576923076923,1,1
2022-02-08,0 days 00:01:51,111.0,0.5707307692307693,1,1
2022-02-09,0 days 00:01:38,98.0,-0.10376923076923077,1,1
2022-02-10,0 days 00:01:44,104.0,0.20753846153846153,1,1
2022-02-11,0 days 00:01:19,79.0,-1.089576923076923,1,1
2022-02-12,0 days 00:01:38,98.0,-0.10376923076923077,1,1
2022-02-13,0 days 00:01:30,90.0,-0.5188461538461538,1,1
2022-02-14,0 days 00:01:37,97.0,-0.15565384615384614,1,1
2022-02-15,0 days 00:02:13,133.0,1.7121923076923076,1,1
2022-02-16,0 days 00:02:07,127.0,1.4008846153846155,1,1
2022-02-17,0 days 00:01:39,99.0,-0.05188461538461538,1,1
2022-02-18,0 days 00:01:42,102.0,0.10376923076923077,1,1
2022-02-19,0 days 00:01:42,102.0,0.10376923076923077,1,1
2022-02-20,0 days 00:02:01,121.0,1.089576923076923,1,1
2022-02-21,0 days 00:02:13,133.0,1.7121923076923076,1,1
2022-02-22,0 days 00:01:22,82.0,-0.933923076923077,1,1
2022-02-23,0 days 00:01:27,87.0,-0.6745,1,1
2022-02-24,0 days 00:02:07,127.0,1.4008846153846155,1,1
2022-02-25,0 days 00:01:36,96.0,-0.20753846153846153,1,1
2022-02-26,0 days 00:01:27,87.0,-0.6745,1,1
2022-02-27,0 days 00:01:40,100.0,0.0,1,1
2022-02-28,0 days 00:02:04,124.0,1.2452307692307691,1,1
