Day Index,1 Day Active Users,z-score,baseline_iso_forest,baseline_lof
2022-03-09,2824,0.6710445696721311,1,1
2022-03-10,2595,0.3545271516393443,1,1
2022-03-11,1847,-0.6793376024590164,1,1
2022-03-12,1284,-1.4575005122950822,1,1
2022-03-13,1426,-1.2612320696721313,1,1
2022-03-14,2393,0.07532838114754098,1,1
2022-03-15,2345,0.008984118852459016,1,1
2022-03-16,2574,0.3255015368852459,1,1
2022-03-17,2617,0.38493493852459015,1,1
2022-03-18,2124,-0.29647592213114754,1,1
2022-03-19,1482,-1.1838304303278688,1,1
2022-03-20,1532,-1.1147218237704917,1,1
2022-03-21,2660,0.44436834016393445,1,1
2022-03-22,2726,0.5355917008196721,1,1
2022-03-23,2848,0.7042167008196721,1,1
2022-03-24,3401,1.4685578893442623,1,1
2022-03-25,2507,0.23289600409836064,1,1
2022-03-26,1479,-1.1879769467213115,1,1
2022-03-27,1754,-0.8078796106557377,1,1
2022-03-28,2654,0.43607530737704914,1,1
2022-03-29,2545,0.2854185450819672,1,1
2022-03-30,2546,0.2868007172131148,1,1
2022-03-31,2698,0.496890881147541,1,1
2022-04-01,2164,-0.2411890368852459,1,1
2022-04-02,1416,-1.2750537909836064,1,1
2022-04-03,1564,-1.0704923155737704,1,1
2022-04-04,2760,0.5825855532786884,1,1
2022-04-05,2676,0.46648309426229506,1,1
2022-04-06,6529,5.79199231557377,-1,-1
2022-04-07,4881,3.514172643442623,1,1
2022-04-08,3262,1.2764359631147542,1,1
2022-04-09,2262,-0.10573616803278688,1,1
2022-04-10,2110,-0.3158263319672131,1,1
2022-04-11,3146,1.1161039959016392,1,1
2022-04-12,3047,0.9792689549180328,1,1
2022-04-13,2920,0.803733094262295,1,1
2022-04-14,2876,0.7429175204918033,1,1
2022-04-15,2452,0.15687653688524592,1,1
2022-04-16,1684,-0.9046316598360655,1,1
2022-04-17,1558,-1.0787853483606555,1,1
2022-04-18,2829,0.6779554303278688,1,1
2022-04-19,3147,1.117486168032787,1,1
2022-04-20,3131,1.0953714139344262,1,1
2022-04-21,3085,1.0317914959016394,1,1
2022-04-22,2497,0.21907428278688523,1,1
2022-04-23,1615,-1.000001536885246,1,1
2022-04-24,1859,-0.6627515368852459,1,1
2022-04-25,3023,0.9460968237704918,1,1
2022-04-26,3068,1.0082945696721313,1,1
2022-04-27,3151,1.123014856557377,1,1
2022-04-28,3056,0.9917085040983606,1,1
2022-04-29,2635,0.4098140368852459,1,1
2022-04-30,1696,-0.888045594262295,1,1
2022-05-01,1584,-1.0428488729508196,1,1
2022-05-02,2655,0.43745747950819674,1,1
2022-05-03,2866,0.7290957991803279,1,1
2022-05-04,2878,0.7456818647540984,1,1
2022-05-05,3019,0.9405681352459017,1,1
2022-05-06,3940,2.2135486680327867,1,1
2022-05-07,3167,1.1451296106557378,1,1
2022-05-08,1993,-0.4775404713114754,1,1
2022-05-09,2899,0.7747074795081967,1,1
2022-05-10,3263,1.2778181352459017,1,1
2022-05-11,3791,2.0076050204918032,1,1
2022-05-12,3643,1.803043545081967,1,1
2022-05-13,3079,1.0234984631147541,1,1
2022-05-14,2532,0.26745030737704917,1,1
2022-05-15,2491,0.21078125,1,1
2022-05-16,2970,0.8728417008196722,1,1
2022-05-17,2995,0.9073960040983607,1,1
2022-05-18,2824,0.6710445696721311,1,1
2022-05-19,3238,1.2432638319672131,1,1
2022-05-20,2576,0.32826588114754096,1,1
2022-05-21,1825,-0.7097453893442623,1,1
2022-05-22,1945,-0.5438847336065574,1,1
2022-05-23,2942,0.8341408811475409,1,1
2022-05-24,3017,0.9378037909836066,1,1
2022-05-25,3139,1.1064287909836064,1,1
2022-05-26,3018,0.9391859631147541,1,1
2022-05-27,2465,0.17484477459016393,1,1
2022-05-28,1632,-0.9765046106557377,1,1
2022-05-29,1751,-0.8120261270491803,1,1
2022-05-30,2271,-0.09329661885245902,1,1
2022-05-31,2865,0.7277136270491804,1,1
